domain,country_code,country_name,isp,asn,exit_node_ip,exit_node_isp,discovered_ip,ip_match,geodb_asn,geodb_as_name,asn_match,ech_grease,error,curl_exit_code,curl_error_name,dns_lookup_ms,tcp_connection_ms,tls_handshake_ms,server_time_ms,total_time_ms,http_status
www.google.com,AO,Angola,aas1,328943,102.218.85.170,aas1,102.218.85.170,true,328943,Africell Angola S.A,true,true,,0,,0,2,1506,2585,2585,200
www.google.com,AG,Antigua and Barbuda,apua,11594,208.83.82.198,apua,208.83.82.198,true,11594,APUA,true,true,,0,,0,2,970,1298,1298,200
www.google.com,AG,Antigua and Barbuda,apua,11594,208.83.82.198,apua,208.83.82.198,true,11594,APUA,true,false,,0,,0,2,1546,1888,1889,200
www.google.com,AM,Armenia,telecom armenia ojsc,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,54,0
www.google.com,AR,Argentina,personal,7303,181.9.212.2,personal,181.9.212.2,true,7303,Telecom Argentina S.A.,true,false,,0,,0,2,975,1360,1360,200
www.google.com,AO,Angola,aas1,328943,102.218.85.170,aas1,102.218.85.170,true,328943,Africell Angola S.A,true,false,,0,,0,2,1457,2447,2448,200
www.google.com,AM,Armenia,telecom armenia ojsc,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,51,0
www.google.com,AO,Angola,unitel,37119,105.172.37.35,unitel,105.172.37.35,true,37119,UNITEL SA,true,false,,0,,0,2,1677,2482,2482,200
www.google.com,AF,Afghanistan,afghan telecom,55330,180.94.93.110,afghan telecom,180.94.93.110,true,55330,Government Communications Network,true,true,,0,,0,2,1759,2561,2561,200
www.google.com,AR,Argentina,claro argentina,11664,181.239.127.242,claro argentina,181.239.127.242,true,11664,Techtel LMDS Comunicaciones Interactivas S.A.,true,false,,0,,0,2,1050,1507,1507,200
www.google.com,AR,Argentina,personal,7303,181.9.212.2,personal,181.9.212.2,true,7303,Telecom Argentina S.A.,true,true,,0,,0,2,701,1097,1097,200
www.google.com,AM,Armenia,ucom,44395,178.78.133.96,ucom,178.78.133.96,true,44395,Ucom CJSC,true,false,,0,,0,2,716,1466,1467,200
www.google.com,AO,Angola,unitel,37119,105.172.37.35,unitel,105.172.37.35,true,37119,UNITEL SA,true,true,,0,,0,2,1587,2534,2535,200
www.google.com,AR,Argentina,claro argentina,11664,181.239.127.242,claro argentina,181.239.127.242,true,11664,Techtel LMDS Comunicaciones Interactivas S.A.,true,true,,0,,0,2,924,1434,1434,200
www.google.com,AU,Australia,vocus,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,20,0,0,73,0
www.google.com,AU,Australia,vocus,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,76,0,0,130,0
www.google.com,AR,Argentina,telefonica de argentina,22927,186.143.202.229,telefonica de argentina,186.141.139.34,false,22927,Telefonica de Argentina,true,false,,0,,0,2,782,1451,1451,200
www.google.com,AM,Armenia,viva armenia cjsc,43733,83.139.27.43,viva armenia cjsc,83.139.27.43,true,43733,Viva Armenia CJSC,true,false,,0,,0,2,626,1282,1282,200
www.google.com,AW,Aruba,new millennium telecom services n.v.,264645,138.255.255.87,new millennium telecom services n.v.,138.255.255.87,true,264645,NEW MILLENNIUM TELECOM SERVICES N.V.,true,true,,0,,0,2,453,799,800,200
www.google.com,AW,Aruba,new millennium telecom services n.v.,264645,138.255.255.87,new millennium telecom services n.v.,138.255.255.87,true,264645,NEW MILLENNIUM TELECOM SERVICES N.V.,true,false,,0,,0,2,338,646,646,200
www.google.com,AM,Armenia,ucom,44395,178.78.133.96,ucom,178.78.133.96,true,44395,Ucom CJSC,true,true,,0,,0,2,588,1334,1334,200
www.google.com,AM,Armenia,viva armenia cjsc,43733,83.139.27.43,viva armenia cjsc,83.139.27.43,true,43733,Viva Armenia CJSC,true,true,,0,,0,2,706,1394,1395,200
www.google.com,AT,Austria,mass response service,51265,41.66.123.58,mass response service,41.66.123.58,true,51265,Mass Response Service GmbH,true,true,,0,,0,2,303,489,490,200
www.google.com,AF,Afghanistan,afghan telecom,55330,180.94.93.110,afghan telecom,165.22.136.2,false,14061,"DigitalOcean, LLC",false,false,,0,,0,2,1353,2378,2378,200
www.google.com,AT,Austria,mass response service,51265,41.66.123.58,mass response service,41.66.123.58,true,51265,Mass Response Service GmbH,true,false,,0,,0,2,295,488,488,200
www.google.com,AT,Austria,telekom austria,8447,213.147.166.162,telekom austria,213.147.166.162,true,8447,A1 Telekom Austria AG,true,true,,0,,0,2,596,1130,1130,200
www.google.com,AT,Austria,telekom austria,8447,213.147.166.162,telekom austria,213.147.166.162,true,8447,A1 Telekom Austria AG,true,false,,0,,0,2,403,1088,1089,200
www.google.com,AT,Austria,hutchison drei austria gmbh,25255,77.119.182.122,hutchison drei austria gmbh,77.119.182.122,true,25255,Hutchison Drei Austria GmbH,true,false,,0,,0,2,395,904,904,200
www.google.com,AU,Australia,telstra internet,1221,1.145.102.194,telstra internet,1.145.102.194,true,1221,Telstra Limited,true,false,,0,,0,2,1175,1730,1730,200
www.google.com,AT,Austria,hutchison drei austria gmbh,25255,77.119.182.122,hutchison drei austria gmbh,77.119.182.122,true,25255,Hutchison Drei Austria GmbH,true,true,,0,,0,2,430,934,934,200
www.google.com,AT,Austria,magenta telekom,8412,46.125.139.240,magenta telekom,46.124.161.117,false,8412,T-Mobile Austria GmbH,true,false,,0,,0,2,500,1074,1075,200
www.google.com,AT,Austria,magenta telekom,8412,46.125.139.240,magenta telekom,46.125.139.240,true,8412,T-Mobile Austria GmbH,true,true,,0,,0,2,539,1065,1066,200
www.google.com,AU,Australia,telstra internet,1221,1.145.102.194,telstra internet,1.145.102.194,true,1221,Telstra Limited,true,true,,0,,0,2,1156,1690,1691,200
www.google.com,AZ,Azerbaijan,bakcell,197830,5.44.39.15,bakcell,5.44.39.15,true,197830,BAKCELL LLC,true,false,,0,,0,2,744,1354,1354,200
www.google.com,AU,Australia,optus,4804,49.180.156.152,optus,49.180.156.152,true,4804,SingTel Optus Pty Ltd,true,false,,0,,0,2,1362,2415,2415,200
www.google.com,BS,Bahamas,alivfibr,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,BS,Bahamas,alivfibr,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,58,0
www.google.com,AR,Argentina,telefonica de argentina,22927,186.143.202.229,telefonica de argentina,186.143.202.229,true,22927,Telefonica de Argentina,true,true,,0,,0,2,1088,1398,1398,200
www.google.com,BS,Bahamas,bealiv ltd,15146,64.150.199.147,bealiv ltd,64.150.199.147,true,15146,Cable Bahamas,true,false,,0,,0,2,314,681,681,200
www.google.com,AZ,Azerbaijan,azercell telecom,31721,5.191.129.95,azercell telecom,5.191.129.95,true,31721,"""Azercell Telecom Ltd"" Azerbaijan-Turkey Joint Venture",true,false,,0,,0,2,1155,1647,1647,200
www.google.com,AZ,Azerbaijan,bakcell,197830,5.44.39.15,bakcell,5.44.39.15,true,197830,BAKCELL LLC,true,true,,0,,0,2,637,1234,1235,200
www.google.com,AZ,Azerbaijan,nar,42779,77.244.119.124,nar,77.244.119.124,true,42779,Azerfon LLC,true,false,,0,,0,2,585,1175,1175,200
www.google.com,BH,Bahrain,zain bahrain b.s.c.,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,60,0
www.google.com,AU,Australia,optus,4804,49.180.156.152,optus,49.180.156.152,true,4804,SingTel Optus Pty Ltd,true,true,,0,,0,2,1595,2378,2379,200
www.google.com,BS,Bahamas,bealiv ltd,15146,64.150.199.147,bealiv ltd,64.150.199.147,true,15146,Cable Bahamas,true,true,,0,,0,2,395,668,668,200
www.google.com,BH,Bahrain,zain bahrain b.s.c.,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,87,0
www.google.com,BD,Bangladesh,teletalk bangladesh,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,71,0
www.google.com,BD,Bangladesh,telenor,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,54,0
www.google.com,BD,Bangladesh,telenor,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,53,0
www.google.com,AZ,Azerbaijan,azercell telecom,31721,5.191.129.95,azercell telecom,5.191.129.95,true,31721,"""Azercell Telecom Ltd"" Azerbaijan-Turkey Joint Venture",true,true,,0,,0,2,787,1133,1133,200
www.google.com,BD,Bangladesh,teletalk bangladesh,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,56,0
www.google.com,BS,Bahamas,bahamas telecommunications corporation,8014,108.60.250.163,bahamas telecommunications corporation,108.60.250.163,true,8014,Bahamas Telecommunications Corporation,true,false,,0,,0,2,529,852,853,200
www.google.com,AZ,Azerbaijan,nar,42779,77.244.119.124,nar,77.244.119.124,true,42779,Azerfon LLC,true,true,,0,,0,2,532,1132,1133,200
www.google.com,BS,Bahamas,bahamas telecommunications corporation,8014,108.60.250.163,bahamas telecommunications corporation,108.60.250.163,true,8014,Bahamas Telecommunications Corporation,true,true,,0,,0,2,305,611,611,200
www.google.com,BD,Bangladesh,banglalink,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,52,0
www.google.com,BD,Bangladesh,banglalink,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,55,0
www.google.com,AU,Australia,vodafone australia,133612,120.17.103.121,vodafone australia,120.17.103.121,true,133612,Vodafone Australia Pty Ltd,true,true,,0,,0,2,4525,5114,5114,200
www.google.com,AU,Australia,vodafone australia,133612,120.17.103.121,vodafone australia,120.17.103.121,true,133612,Vodafone Australia Pty Ltd,true,false,,0,,0,91,1089,1698,1698,200
www.google.com,BB,Barbados,flow,14813,192.235.61.252,flow,192.235.61.252,true,14813,Columbus Telecommunications (Barbados) Limited,true,true,,0,,0,2,366,721,721,200
www.google.com,BH,Bahrain,stc bahrain,51375,46.184.249.150,stc bahrain,46.184.249.150,true,51375,STC BAHRAIN B.S.C CLOSED,true,false,,0,,0,2,736,1439,1439,200
www.google.com,BH,Bahrain,batelco,5416,193.188.123.98,batelco,193.188.123.98,true,5416,BEYON B.S.C.,true,false,,0,,0,2,796,1485,1485,200
www.google.com,BB,Barbados,flow,14813,192.235.61.252,flow,192.235.61.252,true,14813,Columbus Telecommunications (Barbados) Limited,true,false,,0,,0,2,355,637,637,200
www.google.com,BH,Bahrain,stc bahrain,51375,46.184.249.150,stc bahrain,46.184.249.150,true,51375,STC BAHRAIN B.S.C CLOSED,true,true,,0,,0,2,730,1614,1614,200
www.google.com,BH,Bahrain,batelco,5416,193.188.123.98,batelco,193.188.123.98,true,5416,BEYON B.S.C.,true,true,,0,,0,2,857,1640,1640,200
www.google.com,BB,Barbados,digicel barbados,35900,63.143.76.197,digicel barbados,63.143.76.197,true,35900,Digicel Barbados Ltd,true,false,,0,,0,2,453,852,852,200
www.google.com,BB,Barbados,digicel barbados,35900,63.143.76.197,digicel barbados,63.143.76.197,true,35900,Digicel Barbados Ltd,true,true,,0,,0,2,370,784,784,200
www.google.com,BD,Bangladesh,robi,24432,202.181.19.201,robi,202.181.19.201,true,24432,Axiata (Bangladesh) Limited,true,false,,0,,0,2,976,1600,1600,200
www.google.com,BY,Belarus,a1 belarus,42772,178.163.173.28,a1 belarus,178.163.173.28,true,42772,Unitary enterprise A1,true,false,,0,,0,2,456,962,962,200
www.google.com,BD,Bangladesh,grameenphone,24389,37.111.253.90,grameenphone,37.111.253.90,true,24389,grameenphone limited,true,false,,0,,0,2,932,1496,1496,200
www.google.com,BY,Belarus,a1 belarus,42772,178.163.173.28,a1 belarus,178.163.173.28,true,42772,Unitary enterprise A1,true,true,,0,,0,2,447,984,984,200
www.google.com,BE,Belgium,lycamobile,31404,217.179.181.87,lycamobile,217.179.181.87,true,31404,LYCATEL DISTRIBUTION UK LIMITED,true,true,,0,,0,2,415,573,573,200
www.google.com,BD,Bangladesh,robi,24432,202.181.19.201,robi,202.181.19.201,true,24432,Axiata (Bangladesh) Limited,true,true,,0,,0,2,951,1577,1577,200
www.google.com,BD,Bangladesh,grameenphone,24389,37.111.253.90,grameenphone,37.111.253.90,true,24389,grameenphone limited,true,true,,0,,0,2,924,1556,1556,200
www.google.com,BE,Belgium,lycamobile,31404,217.179.181.87,lycamobile,217.179.181.87,true,31404,LYCATEL DISTRIBUTION UK LIMITED,true,false,,0,,0,2,355,529,529,200
www.google.com,BE,Belgium,orange belgium,47377,94.109.155.127,orange belgium,94.109.155.127,true,47377,Orange Belgium SA,true,false,,0,,0,2,424,695,695,200
www.google.com,BY,Belarus,best cjsc,44087,109.126.158.94,best cjsc,109.126.158.94,true,44087,"""BeST"" CJSC",true,false,,0,,0,2,634,1319,1320,200
www.google.com,BE,Belgium,orange belgium,47377,94.109.155.127,orange belgium,94.109.155.127,true,47377,Orange Belgium SA,true,true,,0,,0,2,444,757,757,200
www.google.com,BE,Belgium,telenet,6848,188.188.25.213,telenet,188.188.25.213,true,6848,Telenet BV,true,true,,0,,0,2,596,857,857,200
www.google.com,BY,Belarus,mts belarus,25106,46.216.242.103,mts belarus,46.216.242.103,true,25106,Mobile TeleSystems JLLC,true,false,,0,,0,2,895,1793,1794,200
www.google.com,BE,Belgium,proximus,5432,109.140.162.59,proximus,109.140.162.59,true,5432,Proximus NV,true,false,,0,,0,89,552,781,782,200
www.google.com,BY,Belarus,best cjsc,44087,109.126.158.94,best cjsc,109.126.158.94,true,44087,"""BeST"" CJSC",true,true,,0,,0,2,684,1488,1488,200
www.google.com,BZ,Belize,speednet wireless,262239,190.211.145.69,speednet wireless,190.211.145.69,true,262239,Speednet Communications Limited,true,false,,0,,0,2,390,699,699,200
www.google.com,BE,Belgium,telenet,6848,188.188.25.213,telenet,188.188.25.213,true,6848,Telenet BV,true,false,,0,,0,2,469,721,722,200
www.google.com,BE,Belgium,proximus,5432,109.140.162.59,proximus,109.140.162.59,true,5432,Proximus NV,true,true,,0,,0,2,403,627,627,200
www.google.com,BT,Bhutan,druknet isp,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,52,0
www.google.com,BT,Bhutan,druknet isp,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,1,0,0,46,0
www.google.com,BY,Belarus,mts belarus,25106,46.216.242.103,mts belarus,46.216.242.103,true,25106,Mobile TeleSystems JLLC,true,true,,0,,0,2,926,1794,1795,200
www.google.com,BZ,Belize,speednet wireless,262239,190.211.145.69,speednet wireless,190.211.145.69,true,262239,Speednet Communications Limited,true,true,,0,,0,2,250,469,469,200
www.google.com,BZ,Belize,belize telemedia limited,10269,190.197.19.186,belize telemedia limited,190.197.19.186,true,10269,Belize Telemedia Limited,true,false,,0,,0,2,421,740,740,200
www.google.com,BZ,Belize,belize telemedia limited,10269,190.197.19.186,belize telemedia limited,190.197.19.186,true,10269,Belize Telemedia Limited,true,true,,0,,0,2,537,993,993,200
www.google.com,BZ,Belize,speednet communications limited,262239,190.211.148.157,speednet communications limited,190.211.148.157,true,262239,Speednet Communications Limited,true,false,,0,,0,2,867,1231,1232,200
www.google.com,BZ,Belize,speednet communications limited,262239,190.211.148.157,speednet communications limited,190.211.148.157,true,262239,Speednet Communications Limited,true,true,,0,,0,2,654,1033,1033,200
www.google.com,BO,"Bolivia, Plurinational State of",nuevatel pcs de bolivia s.a.,28024,161.138.76.232,nuevatel pcs de bolivia s.a.,161.138.76.232,true,28024,Nuevatel PCS de Bolivia S.A.,true,false,,0,,0,2,650,966,967,200
www.google.com,BO,"Bolivia, Plurinational State of",tigo bolivia,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,59,0
www.google.com,BO,"Bolivia, Plurinational State of",universidad mayor de san simon,27882,192.245.121.237,universidad mayor de san simon,192.245.121.237,true,27882,Telefónica Celular de Bolivia S.A.,true,true,,0,,0,2,606,763,763,200
www.google.com,BO,"Bolivia, Plurinational State of",tigo bolivia,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,87,0
www.google.com,BO,"Bolivia, Plurinational State of",universidad mayor de san simon,27882,192.245.121.237,universidad mayor de san simon,192.245.121.237,true,27882,Telefónica Celular de Bolivia S.A.,true,false,,0,,0,2,320,476,476,200
www.google.com,BA,Bosnia and Herzegovina,bh telecom d.d. sarajevo,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,51,0
www.google.com,BA,Bosnia and Herzegovina,bh telecom d.d. sarajevo,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,58,0
www.google.com,BO,"Bolivia, Plurinational State of",telefonica celular de bolivia s.a.,27882,192.223.112.51,telefonica celular de bolivia s.a.,192.223.112.51,true,27882,Telefónica Celular de Bolivia S.A.,true,false,,0,,0,2,725,1074,1074,200
www.google.com,BO,"Bolivia, Plurinational State of",entel bolivia,6568,181.115.137.1,entel bolivia,181.115.137.1,true,6568,Entel S.A. - EntelNet,true,false,,0,,0,1,1085,1563,1564,200
www.google.com,BO,"Bolivia, Plurinational State of",telefonica celular de bolivia s.a.,27882,192.223.112.51,telefonica celular de bolivia s.a.,192.223.112.51,true,27882,Telefónica Celular de Bolivia S.A.,true,true,,0,,0,2,795,1194,1195,200
www.google.com,BJ,Benin,benin telecom,37424,197.234.221.39,benin telecom,197.234.221.39,true,37424,SPACETEL BENIN SA,true,true,,0,,0,2,1237,2141,2142,200
www.google.com,BJ,Benin,moov benin,37136,156.0.212.185,moov benin,156.0.212.185,true,37136,ETISALAT BENIN,true,false,,0,,0,1,1071,2049,2049,200
www.google.com,BO,"Bolivia, Plurinational State of",entel bolivia,6568,181.115.137.1,entel bolivia,181.115.137.1,true,6568,Entel S.A. - EntelNet,true,true,,0,,0,2,895,1434,1434,200
www.google.com,BO,"Bolivia, Plurinational State of",nuevatel pcs de bolivia s.a.,28024,161.138.76.232,nuevatel pcs de bolivia s.a.,161.138.76.232,true,28024,Nuevatel PCS de Bolivia S.A.,true,true,,0,,0,2,1326,1718,1718,200
www.google.com,BJ,Benin,benin telecom,37424,197.234.221.39,benin telecom,197.234.221.39,true,37424,SPACETEL BENIN SA,true,false,,0,,0,2,969,1884,1884,200
www.google.com,BJ,Benin,moov benin,37136,156.0.212.185,moov benin,156.0.212.185,true,37136,ETISALAT BENIN,true,true,,0,,0,1,1113,2056,2056,200
www.google.com,AW,Aruba,setar aruba,,,,186.189.42.2,,11816,SERVICIO DI TELECOMUNICACION DI ARUBA (SETAR) N.V.,,true,,56,CURLE_RECV_ERROR,0,2,0,0,15031,0
www.google.com,BA,Bosnia and Herzegovina,mtel bosnia,25144,46.239.4.87,mtel bosnia,46.239.4.87,true,25144,"""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka",true,false,,0,,0,2,766,1084,1085,200
www.google.com,BA,Bosnia and Herzegovina,mtel bosnia,25144,46.239.4.87,mtel bosnia,46.239.4.87,true,25144,"""Telekomunikacije Republike Srpske"" akcionarsko drustvo Banja Luka",true,true,,0,,0,86,716,1134,1134,200
www.google.com,BR,Brazil,db3 servicos de telecomunicacoes s.a,28598,201.20.81.85,db3 servicos de telecomunicacoes s.a,201.20.81.85,true,28598,DB3 SERVICOS DE TELECOMUNICACOES S.A,true,false,,0,,0,2,353,558,559,200
www.google.com,BR,Brazil,db3 servicos de telecomunicacoes s.a,28598,201.20.81.85,db3 servicos de telecomunicacoes s.a,201.20.81.85,true,28598,DB3 SERVICOS DE TELECOMUNICACOES S.A,true,true,,0,,0,2,355,547,548,200
www.google.com,AW,Aruba,setar aruba,,,,186.189.42.2,,11816,SERVICIO DI TELECOMUNICACION DI ARUBA (SETAR) N.V.,,false,,56,CURLE_RECV_ERROR,0,2,0,0,15030,0
www.google.com,BR,Brazil,gsm engenharia em tecnologia da informacao eireli,267089,45.228.252.38,gsm engenharia em tecnologia da informacao eireli,45.228.252.38,true,267089,GSM ENGENHARIA EM TECNOLOGIA DA INFORMACAO EIRELI,true,true,,0,,0,2,1066,1318,1319,200
www.google.com,BR,Brazil,vivo,27699,187.11.75.71,vivo,187.11.75.71,true,27699,TELEFÔNICA BRASIL S.A,true,false,,0,,0,2,540,813,813,200
www.google.com,BR,Brazil,vivo,27699,187.11.75.71,vivo,187.11.75.71,true,27699,TELEFÔNICA BRASIL S.A,true,true,,0,,0,2,544,854,855,200
www.google.com,BW,Botswana,mascom-wireless-botswana,37014,41.223.74.3,mascom-wireless-botswana,41.223.74.3,true,37014,Mascom Wireless Ltd,true,false,,0,,0,2,1207,2186,2186,200
www.google.com,BD,Bangladesh,banglalink digital communications ltd.,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,569,0
www.google.com,BD,Bangladesh,banglalink digital communications ltd.,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,322,0
www.google.com,BR,Brazil,unifique telecomunicacoes sa,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,78,0
www.google.com,BR,Brazil,mobilelink provedor de servicos de internet ltda,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,83,0
www.google.com,BR,Brazil,mobilelink provedor de servicos de internet ltda,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,3,0,0,85,0
www.google.com,BR,Brazil,algar telecom,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,77,0
www.google.com,BA,Bosnia and Herzegovina,jp ht d.d. mostar,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,150,0
www.google.com,BA,Bosnia and Herzegovina,jp ht d.d. mostar,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,1,0,0,410,0
www.google.com,BR,Brazil,algar telecom,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,90,0
www.google.com,BR,Brazil,unifique telecomunicacoes sa,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,89,0
www.google.com,BR,Brazil,surf telecom s.a.,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,69,0
www.google.com,BR,Brazil,tim live,,,,,,,,,true,,56,CURLE_RECV_ERROR,0,2,0,0,81,0
www.google.com,BW,Botswana,mascom-wireless-botswana,37014,41.223.74.3,mascom-wireless-botswana,41.223.74.3,true,37014,Mascom Wireless Ltd,true,true,,0,,0,2,1295,2353,2354,200
www.google.com,BR,Brazil,tim live,,,,,,,,,false,,56,CURLE_RECV_ERROR,0,2,0,0,75,0
